dates,Open,High,Low,Close,Volume,OpenInt,TotalOpenInt
3/23/11,0,1204.75,1204.75,1204.75,0,1,616043
3/24/11,0,1216.75,1216.75,1216.75,0,1,617532
3/25/11,0,1226.5,1226.5,1226.5,0,1,618579
3/28/11,0,1223,1223,1223,0,1,617943
3/29/11,0,1235.5,1235.5,1235.5,0,1,615727
3/30/11,0,1245.5,1245.5,1245.5,0,1,618462
3/31/11,0,1277.5,1277.5,1277.5,0,1,623265
4/1/11,0,1278.5,1278.5,1278.5,0,1,636556
4/4/11,0,1279,1279,1279,0,1,637734
4/5/11,0,1273.75,1273.75,1273.75,0,1,637255
4/6/11,0,1267,1267,1267,0,1,634185
4/7/11,0,1264,1264,1264,0,1,643311
4/8/11,0,1291,1291,1291,0,1,640224
4/11/11,0,1274,1274,1274,0,1,649596
4/12/11,0,1260,1260,1260,0,1,644423
4/13/11,0,1277.25,1277.25,1277.25,0,1,636592
4/14/11,0,1281.75,1281.75,1281.75,0,1,631631
4/15/11,0,1267.75,1267.75,1267.75,0,1,633672
4/18/11,0,1275.25,1275.25,1275.25,0,1,634776
4/19/11,0,1282,1282,1282,0,1,634523
4/20/11,0,1287,1287,1287,0,1,636039
4/21/11,0,1301,1301,1301,0,1,636641
4/22/11,0,1301,1301,1301,0,0,0
4/25/11,0,1299,1299,1299,0,1,620690
4/26/11,0,1301,1301,1301,0,1,604356
4/27/11,0,1293.25,1293.25,1293.25,0,1,593568
4/28/11,0,1269,1269,1269,0,1,587043
4/29/11,0,1294,1294,1294,0,1,577768
5/2/11,0,1290,1290,1290,0,1,572958
5/3/11,0,1277,1277,1277,0,1,574018
5/4/11,0,1264.5,1264.5,1264.5,0,1,571504
5/5/11,0,1241,1241,1241,0,1,560079
5/6/11,0,1223.25,1223.25,1223.25,0,1,565330
5/9/11,0,1243.25,1243.25,1243.25,0,1,561628
5/10/11,0,1243.5,1243.5,1243.5,0,1,557498
5/11/11,0,1245,1245,1245,0,1,551624
5/12/11,0,1241,1241,1241,0,1,554411
5/13/11,0,1228.75,1228.75,1228.75,0,1,552776
5/16/11,0,1232,1232,1232,0,1,551314
5/17/11,0,1247,1247,1247,0,1,546857
5/18/11,0,1277,1277,1277,0,1,545194
5/19/11,1290,1290,1277,1277,0,1,547693
5/20/11,0,1280.5,1280.5,1280.5,1,1,549946
5/23/11,0,1280.25,1280.25,1280.25,0,1,553074
5/24/11,0,1286,1286,1286,0,1,552951
5/25/11,0,1297.5,1297.5,1297.5,0,1,554958
5/26/11,0,1303.75,1303.75,1303.75,0,1,561129
5/27/11,0,1299.5,1299.5,1299.5,0,1,573556
5/30/11,0,1299.5,1299.5,1299.5,0,0,0
5/31/11,0,1297.75,1297.75,1297.75,0,1,575685
6/1/11,0,1299.25,1299.25,1299.25,0,1,578374
6/2/11,0,1307.5,1307.5,1307.5,0,1,579734
6/3/11,1315,1315,1312.5,1312.5,0,1,599333
6/6/11,0,1285.75,1285.75,1285.75,1,2,604832
6/7/11,0,1305.5,1305.5,1305.5,0,2,602803
6/8/11,0,1305.5,1305.5,1305.5,0,2,596873
6/9/11,0,1301,1301,1301,0,2,595731
6/10/11,0,1303.25,1303.25,1303.25,0,2,596329
6/13/11,0,1311.25,1311.25,1311.25,0,2,590259
6/14/11,0,1301.25,1301.25,1301.25,0,2,594294
6/15/11,1296,1296,1294.75,1294.75,0,2,599556
6/16/11,0,1278,1278,1278,2,3,591338
6/17/11,0,1275,1275,1275,0,3,594689
6/20/11,0,1281,1281,1281,0,3,595225
6/22/11,0,1274,1274,1274,0,3,592785
6/23/11,0,1261,1261,1261,0,3,588336
6/24/11,0,1256,1256,1256,0,3,583503
6/27/11,0,1256.25,1256.25,1256.25,0,3,590234
6/28/11,0,1256.25,1254.25,1256.25,0,3,544420
6/29/11,0,1265.25,1265.25,1265.25,0,3,530783
6/30/11,0,1249,1249,1249,0,3,525601
7/1/11,0,1256.5,1256.5,1256.5,0,3,523386
7/4/11,0,1256.5,1256.5,1256.5,0,0,0
7/5/11,0,1266.5,1266.5,1266.5,0,3,525380
7/6/11,0,1260.25,1260.25,1260.25,0,3,522466
7/7/11,0,1266.25,1266.25,1266.25,0,3,520615
7/8/11,0,1269.75,1269.75,1269.75,0,3,520365
7/11/11,0,1267,1267,1267,0,3,515622
7/12/11,0,1273.25,1273.25,1273.25,0,3,518620
7/13/11,0,1290,1290,1290,0,3,514256
7/14/11,0,1286,1286,1286,0,3,521852
7/15/11,0,1289.5,1289.5,1289.5,0,3,525734
7/18/11,0,1286.5,1286.5,1286.5,0,3,532714
7/19/11,0,1284.5,1284.5,1284.5,0,3,541503
7/20/11,0,1280.75,1280.75,1280.75,0,3,543107
7/21/11,0,1292.5,1292.5,1292.5,0,3,544424
7/22/11,0,1294.75,1294.75,1294.75,0,3,546314
7/25/11,0,1292,1292,1292,0,3,545999
7/26/11,0,1305,1305,1305,0,3,538970
7/27/11,0,1304,1304,1304,0,3,537567
7/28/11,0,1301.5,1301.5,1301.5,0,3,537925
7/29/11,0,1290,1290,1290,0,3,527288
8/1/11,0,1292,1292,1292,0,3,518246
